"NUMINVES";"IDENPA";"NUMENTRE";"REG";"CIUDAD";"TAMCIUD";"COMDIST";"EDAD";"SEXO";"CODIGO";"DIAREAL";"MESREAL";"INI";"FIN";"DURA";"TOTREVI";"TOTCUOT";"TOTRECH";"TOTPERD";"NUMCASA";"CODSUPER";"SUPERVVI";"SUPERVEN";"CODIF";"DIGIT";"P1ST";"P2ST";"P3N";"P4STGBS";"P5STGBS";"P6STGBS";"P7ST";"P8STGBS";"P9STGBS";"P10STGBS";"P11STGBS.A";"P11STGBS.B";"P12ST";"P13STGBS.A";"P13STGBS.B";"P13ST.C";"P13ST.D";"P13ST.E";"P13ST.F";"P13ST.G";"P13ST.H";"P13ST.I";"P14ST.A";"P14ST.B";"P14ST.C";"P14ST.D";"P14ST.E";"P14ST.F";"P14ST.G";"P14ST.H";"P14N.I";"P15STGBS";"P16ST";"P17ST";"P18ST.A";"P18STM.B";"P18STM.C";"P18N.D";"P18N.E";"P18N.F";"P18N.G";"P18N.H";"P18ST.I";"P19N";"P20STM";"P21ST";"P22ST";"P23ST.A";"P23ST.B";"P23ST.C";"P23ST.D";"P23ST.E";"P23ST.F";"P24ST.A";"P24ST.B";"P24ST.C";"P24ST.D";"P24ST.E";"P25N.A";"P25N.B";"P25N.C";"P26SDN.A";"P26SDN.B";"P26SDN.C";"P26SDN.D";"P26SDN.E";"P26SDN.F";"P27SDN";"P28STIN";"P29STIN.A";"P29STIN.B";"P30STIN.A";"P30INN.B";"P30INN.C";"P30INN.D";"P30INN.E";"P30INN.F";"P31INN.A";"P31INN.B";"P31INN.C";"P31INN.D";"P31INN.E";"P31INN.F";"P31INN.1";"P31INN.2";"P31INN.3";"P31INN.4";"P31INN.5";"P31INN.6";"P32INN";"P33N.A";"P33ST.B";"P33N.C";"P33N.D";"P34WVSNA";"P34WVSNB";"P35NA";"P35NB";"P36ST";"P37CSN.A";"P37CSN.B";"P37STCS.C";"P37WVSSTCS.D";"P37STCS.E";"P37CSN.F";"P37WVSCS.G";"P37WVSCS.H";"P38CSN.A";"P38CSN.B";"P38CSN.C";"P38CSN.D";"P38CSN.E";"P38CSN.F";"P38CSN.G";"P38CSN.1";"P38CSN.2";"P38CSN.3";"P38CSN.4";"P38CSN.5";"P38CSN.6";"P38CSN.7";"P39N";"P40STGBS";"P41ST.A";"P41ST.B";"P41ST.C";"P41ST.D";"P41ST.E";"P41ST.F";"P41ST.G";"P41ST.H";"P41ST.I";"P41ST.J";"P41ST.K";"P41ST.L";"P41ST.M";"P42STGBS";"P43STGBS.A";"P43STGBS.B";"P44ST.A";"P44ST.B";"P44ST.C";"P44ST.D";"P45ST.A";"P45S.B";"P45ST.C";"P45STN.D";"P46N";"P47ST";"P48ST";"P49ST";"P50ST";"P51N";"P52N";"P53N.A";"P53N.B";"P53N.C";"P53N.D";"P54N.A";"P54ST.B";"P55N";"P56N.A";"P56N.B";"P56N.C";"P56N.D";"P57ST.A";"P57ST.B";"P57ST.C";"P57ST.D";"P57ST.E";"P57ST.F";"P57ST.G";"P57ST.H";"P57ST.1";"P57ST.2";"P57ST.3";"P57ST.4";"P57ST.5";"P57ST.6";"P57ST.7";"P57ST.8";"P58ST";"P59ST";"P60ST";"P61ST";"P62N.1";"P62ST.2";"P62ST.3";"P62ST.4";"P62ST.5";"P62N.6";"P62ST.7";"P62ST.8";"P62N.9";"P62ST.10";"P62ST.11";"P62N.12";"P62N.13";"P62N.14";"P62N.15";"P62N.16";"P62N.17";"P63ST";"S1";"S1A";"S2";"S3";"S4";"S5";"S6";"S7";"S8";"S9";"S10";"S11";"S12";"S13INN.A.A";"S13INN.A.B";"S13INN.A.C";"S13INN.A.D";"S13INN.A.1";"S13INN.A.2";"S14M.A";"S14M.B";"S14M.C";"S14M.D";"S14M.E";"S14M.F";"S14M.G";"S14M.H";"S14M.I";"S14M.J";"S14M.1";"S14M.2";"S14M.3";"S14M.4";"S14M.5";"S14M.6";"S14M.7";"S14M.8";"S15.A";"S15.B";"S16";"S17";"S17.A";"S17.B";"S17.C";"S18.A";"S18.B";"S19";"S20.A";"S20.B";"S20.C";"S20.D";"S20.E";"S20.F";"S20.G";"S20.H";"S20.I";"S20.J";"S20.K";"S21A";"S21B";"S22.A";"S22.B";"S23";"S24";"REEEDUC.1";"REEDUC.2";"REEDUC.3";"REEDAD";"PERPART";"FAMPART";"WT"
23.0;32.0;1.0;32001.0;3.2001001E7;8.0;1.0;67.0;2.0;1.0;22.0;2.0;842.0;911.0;29.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;3.0;3.0;4.0;26.0;4.0;5.0;5.0;4.0;2.0;1.0;4.0;4.0;1.0;4.0;4.0;2.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;2.0;6.0;3.0;3.0;3.0;4.0;1.0;1.0;4.0;1.0;3.0;3.0;1.0;2.0;2.0;1.0;4.0;4.0;4.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;4.0;3.0;4.0;3.0;2.0;2.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;4.0;-5.0;-5.0;-5.0;2.0;4.0;2.0;2.0;3.0;3.0;1.0;3.0;4.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;7.0;-2.0;-2.0;-2.0;-2.0;2.0;4.0;2.0;4.0;4.0;2.0;3.0;2.0;4.0;3.0;3.0;4.0;2.0;3.0;3.0;2.0;-1.0;-3.0;3.0;3.0;4.0;4.0;2.0;3.0;3.0;3.0;2.0;5.0;1.0;1.0;3.0;2.0;-5.0;3.0;4.0;3.0;3.0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;4.0;8.0;-5.0;-5.0;-5.0;-5.0;-5.0;4.0;4.0;4.0;1.0;96.0;96.0;0.0;3.0;2.0;96.0;10.0;96.0;96.0;3.0;96.0;96.0;96.0;2.0;96.0;1.0;96.0;4.0;1.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;2.0;1.0;18.0;13.0;8.0;0.0;0.0;0.0;1.0;4.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;97.0;0.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9550527E7;27.0;5.0;1955.0;5.0;8.0;-3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;-3.0;-3.0;-3.0;-3.0;-3.0;3.0;5.0;2.0;-3.0;4.0;3.0;0.0;0.8816327;
23.0;32.0;2.0;32001.0;3.2001001E7;8.0;1.0;29.0;2.0;1.0;22.0;2.0;1434.0;1530.0;56.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;4.0;3.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;2.0;4.0;4.0;1.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;7.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0;2.0;4.0;2.0;2.0;2.0;1.0;1.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;2.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;2.0;4.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;-5.0;-5.0;-5.0;-5.0;3.0;2.0;3.0;2.0;3.0;4.0;3.0;4.0;3.0;1.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;3.0;1.0;1.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;1.0;32045.0;1.0;1.0;2.0;4.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;1.0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;4.0;1.0;4.0;7.0;7.0;5.0;1.0;1.0;1.0;1.0;1.0;96.0;1.0;1.0;1.0;1.0;96.0;1.0;1.0;1.0;96.0;1.0;1.0;2.0;4.0;4.0;1.0;4.0;4.0;3.0;2.0;1.0;-6.0;11.0;8.0;0.0;0.0;0.0;1.0;4.0;-2.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;6.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9931116E7;16.0;11.0;1993.0;1.0;-3.0;4.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;3.0;4.0;2.0;-3.0;2.0;1.0;30.0;0.8816327;
23.0;32.0;3.0;32001.0;3.2001001E7;8.0;1.0;71.0;1.0;1.0;24.0;2.0;925.0;1006.0;41.0;0.0;0.0;0.0;6.0;1.0;0.0;2.0;0.0;1.0;0.0;2.0;3.0;4.0;10.0;4.0;5.0;5.0;5.0;2.0;1.0;3.0;4.0;1.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;3.0;1.0;4.0;4.0;4.0;4.0;2.0;3.0;3.0;3.0;2.0;5.0;4.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;4.0;4.0;3.0;1.0;1.0;4.0;4.0;2.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;4.0;2.0;2.0;1.0;2.0;3.0;3.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;4.0;5.0;-5.0;-5.0;-5.0;-5.0;1.0;1.0;4.0;3.0;1.0;4.0;3.0;4.0;3.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;4.0;5.0;7.0;-2.0;-2.0;3.0;1.0;1.0;2.0;2.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;32002.0;1.0;1.0;1.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;3.0;3.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;4.0;6.0;8.0;-5.0;-5.0;-5.0;-5.0;2.0;3.0;4.0;10.0;96.0;96.0;3.0;5.0;2.0;3.0;10.0;96.0;96.0;5.0;5.0;5.0;96.0;5.0;5.0;10.0;5.0;4.0;1.0;3.0;4.0;2.0;1.0;3.0;4.0;6.0;1.0;1.0;18.0;12.0;8.0;0.0;0.0;0.0;1.0;4.0;-2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9521103E7;3.0;11.0;1952.0;1.0;-3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;3.0;4.0;2.0;-3.0;4.0;1.0;30.0;0.8816327;
23.0;32.0;4.0;32001.0;3.2001001E7;8.0;1.0;31.0;1.0;1.0;24.0;2.0;1438.0;1513.0;35.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;2.0;4.0;26.0;4.0;3.0;5.0;4.0;2.0;1.0;3.0;4.0;1.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;2.0;5.0;3.0;3.0;3.0;4.0;3.0;2.0;4.0;2.0;3.0;2.0;2.0;2.0;1.0;8.0;3.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;3.0;1.0;3.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;-5.0;-5.0;-5.0;-5.0;-5.0;3.0;2.0;3.0;3.0;2.0;3.0;4.0;4.0;2.0;2.0;2.0;2.0;4.0;3.0;4.0;1.0;4.0;-5.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;3.0;5.0;7.0;-2.0;-2.0;-2.0;-2.0;5.0;4.0;3.0;4.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;1.0;32041.0;2.0;3.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;2.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;4.0;7.0;8.0;-5.0;-5.0;-5.0;-5.0;-5.0;4.0;1.0;4.0;3.0;96.0;96.0;3.0;-1.0;96.0;96.0;4.0;96.0;96.0;8.0;6.0;6.0;96.0;96.0;96.0;3.0;9.0;3.0;1.0;4.0;4.0;1.0;2.0;3.0;4.0;4.0;2.0;1.0;18.0;13.0;8.0;0.0;0.0;0.0;1.0;4.0;-2.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;6.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9920115E7;15.0;1.0;1992.0;1.0;-3.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;3.0;5.0;2.0;-3.0;2.0;2.0;20.0;0.8816327;
23.0;32.0;5.0;32001.0;3.2001001E7;8.0;1.0;28.0;1.0;1.0;26.0;2.0;1348.0;1423.0;35.0;1.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;3.0;2.0;2.0;5.0;4.0;4.0;3.0;5.0;1.0;1.0;2.0;3.0;2.0;3.0;4.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;1.0;2.0;1.0;3.0;3.0;2.0;2.0;3.0;3.0;1.0;5.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;5.0;2.0;4.0;2.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;4.0;4.0;4.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;1.0;2.0;2.0;1.0;3.0;2.0;3.0;4.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;-5.0;-5.0;-5.0;-5.0;-5.0;1.0;2.0;3.0;3.0;2.0;3.0;4.0;2.0;3.0;1.0;1.0;1.0;4.0;4.0;3.0;1.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;2.0;3.0;6.0;7.0;-2.0;-2.0;1.0;3.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;32045.0;1.0;4.0;3.0;4.0;4.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;2.0;3.0;4.0;5.0;6.0;8.0;-5.0;-5.0;4.0;2.0;2.0;4.0;96.0;96.0;6.0;1.0;0.0;96.0;6.0;10.0;96.0;0.0;96.0;96.0;96.0;0.0;5.0;6.0;3.0;4.0;1.0;4.0;4.0;1.0;3.0;1.0;4.0;6.0;2.0;2.0;19.0;13.0;13.0;1.0;0.0;0.0;0.0;1.0;-2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;5.0;6.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9950126E7;26.0;1.0;1995.0;3.0;-3.0;8.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;30.0;13.0;2.0;-3.0;8.0;2.0;5.0;5.0;5.0;2.0;1.0;30.0;0.8816327;
23.0;32.0;6.0;32001.0;3.2001001E7;8.0;1.0;51.0;2.0;1.0;26.0;2.0;1941.0;2017.0;36.0;2.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;3.0;5.0;3.0;4.0;2.0;2.0;2.0;1.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;4.0;3.0;3.0;3.0;3.0;1.0;3.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;4.0;6.0;-5.0;-5.0;-5.0;1.0;2.0;2.0;3.0;2.0;3.0;2.0;1.0;3.0;1.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;3.0;7.0;-2.0;-2.0;-2.0;-2.0;1.0;4.0;2.0;1.0;2.0;3.0;4.0;2.0;3.0;2.0;1.0;3.0;2.0;3.0;3.0;2.0;32005.0;2.0;4.0;3.0;4.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;4.0;2.0;3.0;6.0;96.0;3.0;5.0;5.0;5.0;96.0;8.0;4.0;96.0;7.0;4.0;4.0;96.0;2.0;96.0;5.0;5.0;4.0;1.0;3.0;3.0;1.0;4.0;2.0;4.0;4.0;1.0;1.0;18.0;13.0;13.0;1.0;0.0;0.0;0.0;1.0;-2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;6.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9710908E7;8.0;9.0;1971.0;1.0;-3.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;-2.0;1.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;2.0;5.0;5.0;-3.0;3.0;2.0;30.0;0.8816327;
23.0;32.0;7.0;32001.0;3.2001001E7;8.0;1.0;77.0;2.0;1.0;27.0;2.0;947.0;1020.0;33.0;1.0;0.0;0.0;5.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;3.0;5.0;3.0;3.0;2.0;2.0;1.0;1.0;4.0;3.0;1.0;2.0;3.0;2.0;2.0;2.0;4.0;2.0;1.0;2.0;1.0;3.0;2.0;3.0;4.0;4.0;2.0;2.0;3.0;1.0;3.0;3.0;2.0;4.0;2.0;1.0;1.0;3.0;1.0;3.0;2.0;2.0;2.0;1.0;1.0;4.0;2.0;2.0;3.0;4.0;2.0;2.0;2.0;1.0;3.0;3.0;4.0;2.0;1.0;1.0;4.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;4.0;-5.0;-5.0;-5.0;-5.0;1.0;1.0;3.0;4.0;2.0;2.0;4.0;2.0;4.0;2.0;1.0;1.0;4.0;3.0;2.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5.0;6.0;7.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;3.0;3.0;2.0;2.0;4.0;3.0;4.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;32045.0;1.0;2.0;2.0;2.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;4.0;4.0;3.0;2.0;10.0;0.0;6.0;0.0;6.0;6.0;9.0;9.0;5.0;0.0;6.0;9.0;7.0;5.0;6.0;10.0;1.0;4.0;13.0;-3.0;3.0;1.0;4.0;2.0;4.0;4.0;2.0;1.0;28.0;15.0;8.0;1.0;0.0;0.0;0.0;1.0;-2.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;6.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9451109E7;9.0;11.0;1945.0;5.0;5.0;-3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;1.0;7.0;2.0;-3.0;4.0;1.0;30.0;0.7346939;
23.0;32.0;8.0;32001.0;3.2001001E7;8.0;1.0;35.0;1.0;1.0;27.0;2.0;1447.0;1531.0;44.0;2.0;99.0;0.0;6.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;2.0;5.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;6.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;3.0;4.0;-5.0;-5.0;-5.0;1.0;2.0;2.0;3.0;2.0;3.0;1.0;4.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;7.0;-2.0;-2.0;-2.0;-2.0;1.0;4.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0;2.0;96.0;-3.0;3.0;3.0;4.0;4.0;3.0;3.0;2.0;3.0;2.0;5.0;2.0;1.0;5.0;3.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;4.0;4.0;4.0;2.0;7.0;8.0;8.0;96.0;96.0;96.0;96.0;96.0;10.0;4.0;96.0;96.0;96.0;4.0;96.0;3.0;96.0;4.0;1.0;1.0;4.0;1.0;4.0;2.0;2.0;3.0;2.0;1.0;18.0;13.0;8.0;0.0;0.0;0.0;1.0;4.0;-2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;-2.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9850916E7;16.0;9.0;1985.0;1.0;-3.0;4.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;-3.0;-3.0;-3.0;-3.0;-3.0;2.0;5.0;2.0;-3.0;2.0;3.0;0.0;0.8816327;
23.0;32.0;9.0;32001.0;3.2001001E7;8.0;1.0;26.0;1.0;1.0;28.0;2.0;838.0;924.0;46.0;3.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;2.0;3.0;4.0;5.0;3.0;4.0;5.0;4.0;2.0;1.0;4.0;4.0;1.0;3.0;4.0;3.0;4.0;2.0;4.0;4.0;2.0;3.0;2.0;2.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;2.0;7.0;3.0;1.0;4.0;4.0;1.0;3.0;2.0;1.0;4.0;1.0;2.0;2.0;2.0;10.0;3.0;4.0;2.0;4.0;4.0;4.0;2.0;3.0;2.0;2.0;4.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;4.0;2.0;4.0;3.0;2.0;2.0;2.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;-5.0;-5.0;-5.0;-5.0;-5.0;2.0;1.0;1.0;4.0;1.0;2.0;4.0;4.0;2.0;1.0;2.0;2.0;4.0;2.0;4.0;2.0;3.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4.0;5.0;6.0;7.0;-2.0;-2.0;5.0;2.0;1.0;1.0;2.0;3.0;1.0;3.0;4.0;1.0;1.0;4.0;1.0;1.0;4.0;1.0;32048.0;2.0;2.0;2.0;4.0;4.0;2.0;3.0;2.0;3.0;1.0;1.0;2.0;2.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;4.0;2.0;4.0;1.0;4.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;2.0;1.0;1.0;6.0;96.0;96.0;4.0;2.0;1.0;96.0;3.0;6.0;96.0;8.0;4.0;96.0;3.0;4.0;1.0;6.0;1.0;4.0;14.0;-3.0;3.0;1.0;4.0;2.0;4.0;4.0;1.0;1.0;19.0;13.0;0.0;0.0;0.0;1.0;0.0;3.0;-2.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;-2.0;-2.0;-2.0;-2.0;-2.0;1.0;1.0;1.0;1.9960803E7;3.0;8.0;1996.0;3.0;-3.0;8.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-3.0;-3.0;-3.0;-3.0;-3.0;2.0;5.0;0.0;-3.0;2.0;2.0;60.0;0.8816327;
